PSR_ID,lat,lon,area_km2,n_overview_px,mean_slope_deg,mean_roughness_rms_m,mean_illumination_fraction,mean_hazard_score
SP_832050_0736210,-83.205,73.619,17.554,105,12.233481342466563,128.21339382653923,0.0,0.5649436881242471
SP_807890_1344870,-80.789,134.487,5.238,35,12.833110340748066,122.14002655050012,0.0,0.5654247974478396
SP_858680_3094240,-85.868,309.424,8.057,50,12.68405188307399,124.26566800094155,0.0,0.565848842584162
SP_814050_0021200,-81.405,2.12,115.099,705,12.442005154826873,127.23238801506896,0.0,0.5661093425609736
SP_841480_2552970,-84.148,255.297,7.844,47,12.51420766160913,126.62450156254813,0.0,0.5662762142891903
SP_809650_0886110,-80.965,88.611,40.45,248,12.528206199441616,127.03359358523848,0.0,0.5667736954713398
SP_807960_1146420,-80.796,114.642,11.745,71,12.652076764091763,126.07354525616935,0.0,0.5671331029869857
SP_806710_1408660,-80.671,140.867,18.803,112,12.505059722046811,127.91091098135733,0.0,0.5673225808396779
SP_809420_0826190,-80.942,82.619,17.107,104,12.23913050370261,131.46863994682388,0.0,0.567872075914293
SP_820160_2479830,-82.016,247.983,5.011,30,12.829573286264827,125.31709567291288,0.0,0.5681946817880872
SP_805100_2821250,-80.51,282.125,8.165,50,12.465011043588705,130.38042612642116,0.0,0.5691121999441946
SP_836400_2007930,-83.64,200.793,7.592,43,13.078339572380145,124.05635761508047,0.0,0.5695054891071001
SP_828090_3217290,-82.809,321.729,6.854,43,12.503794225644405,131.2126995243177,0.0,0.5702246838414898
SP_806990_2609570,-80.699,260.957,46.166,277,12.658226834094785,130.58447989242396,0.0,0.5711747457238554
SP_848780_1995820,-84.878,199.582,6.577,40,12.811992582072765,129.59451794603143,0.0,0.5717990068740992
SP_847930_2862170,-84.793,286.217,5.674,35,13.158721356604701,126.1539942641682,0.0,0.5721401675192824
SP_846040_3080410,-84.603,308.044,13.741,80,12.948377288718282,129.4687332866551,0.0,0.5730167253849109
SP_858720_3388420,-85.872,338.842,5.756,36,12.994682061035823,129.26148945068215,0.0,0.5732849253120812
SP_818450_3211710,-81.845,321.171,22.756,137,13.085963479336725,129.17134236828502,0.0,0.5740946756064726
SP_811360_3570070,-81.136,357.007,130.579,798,12.867290182343146,131.60601917072407,0.0,0.5741132689605629
SP_800780_0456630,-80.077,45.661,37.537,230,12.913361153606491,131.55710154972638,0.0,0.5745189428911855
SP_827270_2065240,-82.727,206.524,8.737,52,12.945640470834368,131.3084424535098,0.0,0.5746139413805222
SP_815660_2829890,-81.566,282.989,7.121,43,13.173103664345463,132.15884915049966,0.0,0.5775806717996006
SP_812070_0308360,-81.207,30.836,7.445,45,13.362719850353102,130.4045433230372,0.0,0.5778795374281732
SP_844930_2526440,-84.493,252.644,6.743,41,13.465340855503142,130.05284522112294,0.0,0.5785688985721529
SP_809710_0357350,-80.97,35.736,166.374,1014,12.955956567897022,137.76973342213716,0.0,0.5804177183753302
SP_807910_0455060,-80.791,45.507,85.403,519,13.360547415417313,136.49368578263852,0.0,0.5832331540848209
SP_867870_0536640,-86.787,53.664,11.444,70,13.606266096811579,134.77431630506882,0.0,0.5841094435924222
SP_802260_0424290,-80.226,42.429,99.882,612,13.516258925341646,136.69179361260777,0.0,0.5849250609548203
SP_883120_2691430,-88.312,269.144,243.392,1480,13.276375769874193,139.59369083111773,0.0,0.5851494218595598
SP_831760_2041370,-83.176,204.137,5.137,30,14.261202467809523,133.05879892955085,0.0,0.5889759920552449
SP_824450_2271370,-82.445,227.137,20.005,124,13.620048730222658,140.3792583905363,0.0,0.5891911092752816
SP_812380_0532000,-81.238,53.2,6.354,39,13.80898697839059,139.54941742037246,0.0,0.5902993793197903
SP_877630_0142920,-87.763,14.292,5.339,33,14.367707424446024,136.08283510594404,0.0,0.5926828960303978
SP_821760_0111040,-82.174,11.11,300.589,1835,13.68711045839797,143.75563326426814,0.0,0.5928247355960742
SP_827050_2262610,-82.705,226.261,5.735,38,14.26777785575805,137.46964298790843,0.0,0.5929334302686836
SP_830490_3505380,-83.049,350.54,102.211,619,13.8677166352136,142.10403387808833,0.0,0.5931264772086565
SP_804240_1354850,-80.424,135.48,155.909,944,13.798529072400871,143.1215541455629,0.0,0.5933505557423854
SP_843980_2899650,-84.398,289.965,19.775,124,14.414869165356277,137.1471227133654,0.0,0.5940818041465278
SP_811170_1103320,-81.117,110.332,15.679,97,14.31143323741024,138.934422450198,0.0,0.5946516845149356
SP_802230_0561110,-80.223,56.111,16.119,99,13.751035355355004,145.33224699261913,0.0,0.5948391825345455
SP_818580_2863520,-81.858,286.352,11.045,69,13.846404025470259,144.6846194869632,0.0,0.5951966749990968
SP_818960_3003250,-81.896,300.325,6.109,35,14.452357328917316,138.66257511549637,0.0,0.5957847015724305
SP_876470_0668600,-87.647,66.86,5.9,35,14.588428235542187,137.80642192926507,0.0,0.5963546790378593
SP_849230_2362280,-84.923,236.228,10.382,62,14.04538211953097,144.34144813666975,0.0,0.5968323345514334
SP_843550_2251140,-84.355,225.114,76.759,465,13.973965722534363,146.03764309285043,0.0,0.5976337529056561
SP_810980_1423640,-81.098,142.364,8.053,50,14.889461815092059,137.1855606934968,0.0,0.5987395158690667
SP_841420_0059530,-84.142,5.947,194.951,1197,14.065935943225773,146.75600871605883,0.0,0.5991638742867916
SP_845460_0695020,-84.546,69.502,6.484,41,14.687828868325951,142.91027665505675,0.0,0.6018281884351883
SP_809240_3091310,-80.924,309.131,5.051,30,14.693204250268876,143.95828212764488,0.0,0.6028056153270798
SP_870200_0151380,-87.02,15.138,7.556,48,15.065348119963701,140.56824187069063,0.0,0.6034389468351128
SP_806880_0857630,-80.688,85.763,300.24,1831,14.315711165773767,149.81108194207937,0.0,0.6042940041067776
SP_830590_0483090,-83.059,48.309,6.106,36,14.830724752969303,144.53577774503225,0.0,0.604655172955951
SP_838910_1184700,-83.891,118.47,326.804,1991,14.291065269428076,152.3059442438151,0.0,0.6062560604040214
SP_814960_0183290,-81.496,18.329,5.299,32,15.02378908960161,144.934088019397,0.0,0.6068877100730315
SP_838590_2630960,-83.859,263.096,25.358,157,14.495759942724977,153.45399406297253,0.0,0.6092636899237995
SP_877030_1108490,-87.703,110.849,5.526,34,16.030364828563474,137.56216965290238,0.0,0.6101873443030863
SP_816780_2566500,-81.678,256.65,8.739,53,15.353822304448935,153.98080466369947,0.0,0.6180884854163167
SP_839920_3091290,-83.992,309.129,74.531,458,15.209903863741562,158.9263735674621,0.0,0.62105170959419
SP_834700_1757740,-83.47,175.773,113.461,686,15.246549789181723,160.9758474357705,0.0,0.6232177730152217
SP_878530_3185060,-87.853,318.505,11.257,70,15.809194969290965,155.80726989105605,0.0,0.6241372049007118
SP_840060_2508150,-84.006,250.815,7.83,47,15.918561855581027,154.76813424801668,0.0,0.6242854993460667
SP_860110_2096940,-86.011,209.694,6.39,42,16.286573366960898,151.8468759245558,0.0,0.625292356587962
SP_846960_1555270,-84.696,155.524,15.264,93,15.852878547906554,156.7126432515677,0.0,0.6253619556619368
SP_869770_0325310,-86.977,32.531,8.748,55,16.134603587103765,155.0921598122234,0.0,0.626676327002154
SP_838780_3211110,-83.878,321.11,11.808,69,15.916742972480113,159.5608722835308,0.0,0.6284982465183672
SP_836140_2415060,-83.614,241.506,6.714,42,16.574481371241063,152.48278006515824,0.0,0.6286586410257776
SP_809100_3154980,-80.91,315.498,5.958,35,15.998536656419404,161.1462829622595,0.0,0.6306945474520219
SP_802920_0385530,-80.292,38.553,33.451,205,15.83950376067687,163.42400286879558,0.0,0.6311556523263893
SP_805410_3513540,-80.541,351.354,13.421,83,15.57163813563439,166.57171822718402,0.0,0.6313243696985028
SP_875190_1358460,-87.519,135.846,5.432,32,16.349163615955693,158.65153092609995,0.0,0.6319085031474841
