PSR_ID,lat,lon,mean_hazard,mean_hazard_inside_psr,mean_illum_frac_inside_psr
SP_819860_1568660,-81.986,156.866,0.46458772782321456,0.6460964377357999,0.0
SP_809570_2454450,-80.957,245.445,0.5475331650650761,0.7224977313138198,0.0
SP_817950_1586580,-81.795,158.658,0.605159229106928,0.6408944267823811,0.0
SP_830080_0535120,-83.008,53.512,0.6158892293627534,0.6170339938427839,0.0
SP_842420_0421060,-84.242,42.106,0.6298111816595449,0.7919951298781365,0.0
SP_832640_0090770,-83.264,9.077,0.6370378331527267,0.7475622713610595,0.0
