Latitude(deg.),Longitude(deg.),Slant_Range(m),Incidence_Angle(deg.)
-81.353196,77.967318,113045.465960,29.284512
-81.378423,79.995257,110647.474777,24.279474
-81.374970,79.646205,110943.496502,25.166849
-81.372136,79.383685,111243.095565,25.816746
-81.369385,79.144077,111543.206880,26.403616
-81.365974,78.861115,111842.021345,27.111524
-81.362065,78.554964,112140.148410,27.885716
-81.358523,78.293959,112439.730455,28.534925
-81.355881,78.109884,112741.880680,28.967959
-81.353751,77.967852,113045.544509,29.281960
-81.378982,79.996625,110647.573252,24.275054
-81.375525,79.647104,110943.672486,25.163618
-81.372692,79.384580,111243.128101,25.813506
-81.369935,79.144371,111543.235878,26.401988
-81.366522,78.861184,111842.037537,27.110468
-81.362611,78.554929,112140.178919,27.884887
-81.359068,78.293743,112439.757687,28.534556
-81.356419,78.109216,112741.871647,28.968840
-81.354305,77.968299,113045.618737,29.279655
-81.379544,79.998350,110647.664740,24.269661
-81.376085,79.648423,110943.605818,25.159289
-81.373249,79.385533,111243.164802,25.810102
-81.370487,79.144816,111543.286188,26.399936
-81.367068,78.861129,111842.038267,27.109759
-81.363158,78.554863,112140.207251,27.884148
-81.359615,78.293692,112439.741228,28.533739
-81.356958,78.108570,112741.863870,28.969658
-81.354858,77.968661,113045.678605,29.277595
-81.380109,80.000424,110647.771622,24.263311
-81.376645,79.649760,110943.715122,25.154871
-81.373806,79.386548,111243.205955,25.806528
-81.371040,79.145366,111543.331532,26.397595
-81.367609,78.860675,111842.026164,27.110165
-81.363706,78.554932,112140.122369,27.883062
-81.360161,78.293593,112439.745427,28.533049
-81.357497,78.107960,112741.881938,28.970368
-81.355410,77.968953,113045.728504,29.275733
-81.380675,80.002636,110647.843754,24.256590
-81.377207,79.651331,110943.726550,25.149834
-81.374365,79.387667,111243.249639,25.802668
-81.371592,79.145804,111543.343136,26.395573
-81.368150,78.860108,111841.993905,27.110889
-81.364254,78.554991,112140.148509,27.881971
-81.360706,78.293464,112439.771620,28.532436
-81.358034,78.107184,112741.850923,28.971557
-81.355959,77.969070,113045.761846,29.274367
-81.381240,80.004722,110647.898167,24.250221
-81.377766,79.652623,110943.884372,25.145527
-81.374925,79.388959,111243.287276,25.798331
-81.372144,79.146250,111543.346422,26.393531
-81.368686,78.859224,111842.045780,27.112474
-81.364802,78.555101,112140.163778,27.880743
-81.361249,78.293118,112439.789175,28.532436
-81.358563,78.105879,112741.737810,28.974258
-81.356507,77.969123,113045.788719,29.273187
-81.381803,80.006582,110647.941189,24.244473
-81.378327,79.654054,110943.908531,25.140874
-81.375483,79.390017,111243.336008,25.794637
-81.372698,79.146887,111543.367972,26.390957
-81.369226,78.858605,111841.998037,27.113347
-81.365352,78.555282,112140.187735,27.879315
-81.361792,78.292749,112439.812400,28.532498
-81.359091,78.104496,112741.869202,28.977106
-81.357051,77.968812,113045.802178,29.273031
-81.382366,80.008428,110648.031067,24.238755
-81.378888,79.655514,110943.953881,25.136133
-81.376040,79.390951,111243.258089,25.791319
-81.373253,79.147609,111543.383997,26.388149
-81.369764,78.857862,111842.026195,27.114543
-81.365901,78.555460,112140.211887,27.877894
-81.362335,78.292424,112439.808474,28.532443
-81.359623,78.103328,112741.851334,28.979392
-81.357593,77.968431,113045.815579,29.273073
-81.382929,80.010263,110648.093141,24.233074
-81.379448,79.656906,110944.031415,25.131574
-81.376591,79.391374,111243.304302,25.789377
-81.373807,79.148276,111543.389903,26.385496
-81.370301,78.857004,111841.925822,27.116093
-81.366450,78.555575,112140.246097,27.876647
-81.362879,78.292158,112439.803041,28.532225
-81.360159,78.102490,112741.648303,28.980804
-81.358132,77.967827,113045.816331,29.273746
-81.383492,80.012050,110648.164411,24.227522
-81.380010,79.658447,110944.122849,25.126603
-81.377140,79.391649,111243.332796,25.787850
-81.374360,79.148802,111543.503321,26.383206
-81.370835,78.855960,111841.957404,27.118125
-81.366998,78.555616,112140.269396,27.875608
-81.363424,78.292025,112439.794168,28.531634
-81.360694,78.101610,112741.646289,28.982277
-81.358670,77.967129,113045.811204,29.274684
-81.384055,80.013914,110648.242320,24.221758
-81.380573,79.660135,110944.059968,25.121266
-81.377689,79.391867,111243.314093,25.786493
-81.374913,79.149410,111543.489141,26.380721
-81.371386,78.856250,111841.994426,27.116449
-81.367544,78.555546,112140.277262,27.874885
-81.363968,78.291782,112439.781647,28.531353
-81.361230,78.100777,112741.632786,28.983619
-81.359206,77.966288,113045.799246,29.276028
-81.384619,80.015920,110648.319444,24.215609
-81.381132,79.661346,110944.134376,25.117206
-81.378237,79.391945,111243.473546,25.785475
-81.375467,79.150061,111543.472208,26.378119
-81.371934,78.856378,111841.991652,27.115235
-81.368087,78.555230,112140.243247,27.874859
-81.364510,78.291377,112439.789113,28.531518
-81.361766,78.099957,112741.613697,28.984928
-81.359740,77.965330,113045.781499,29.277702
-81.385182,80.017809,110648.371234,24.209785
-81.381688,79.662321,110944.161480,25.113808
-81.378787,79.392250,111243.462740,25.783875
-81.376020,79.150579,111543.477486,26.375877
-81.372479,78.856219,111842.040996,27.114804
-81.368626,78.554530,112140.320008,27.875877
-81.365052,78.290958,112439.810856,28.531720
-81.362302,78.099070,112741.761366,28.986378
-81.360273,77.964290,113045.759868,29.279607
-81.385744,80.019512,110648.414721,24.204472
-81.382243,79.663239,110944.325070,25.110534
-81.379338,79.392664,111243.474112,25.781967
-81.376574,79.151204,111543.506495,26.373336
-81.373026,78.856187,111841.986603,27.114045
-81.369166,78.554013,112140.283010,27.876413
-81.365594,78.290515,112439.840857,28.531988
-81.362840,78.098391,112741.713885,28.987294
-81.360803,77.963107,113045.729191,29.281914
-81.386304,80.021005,110648.452012,24.199737
-81.382798,79.664107,110944.381139,25.107423
-81.379891,79.393327,111243.511730,25.779369
-81.377128,79.151846,111543.645392,26.370722
-81.373570,78.855952,111842.023461,27.113828
-81.369707,78.553518,112140.241219,27.876889
-81.366142,78.290558,112439.888942,28.530887
-81.363381,78.097905,112741.655763,28.987674
-81.361334,77.961869,113045.687460,29.284380
-81.386863,80.022432,110648.533457,24.195172
-81.383358,79.665389,110944.385540,25.103188
-81.380444,79.393927,111243.508312,25.776956
-81.377685,79.152778,111543.667598,26.367334
-81.374116,78.855848,111842.047145,27.113249
-81.370254,78.553486,112140.280318,27.876049
-81.366691,78.290728,112439.876731,28.529447
-81.363923,78.097491,112741.611318,28.987848
-81.361863,77.960579,113045.641072,29.286994
-81.387424,80.024044,110648.611625,24.190103
-81.383920,79.667021,110944.332048,25.098005
-81.380997,79.394520,111243.469074,25.774569
-81.378244,79.153844,111543.697288,26.363574
-81.374663,78.855882,111842.050801,27.112294
-81.370801,78.553487,112140.312641,27.875122
-81.367245,78.291164,112439.892640,28.527253
-81.364463,78.096996,112741.758992,28.988196
-81.362392,77.959241,113045.582316,29.289746
-81.387988,80.026026,110648.700822,24.184021
-81.384474,79.667779,110944.399462,25.095195
-81.381549,79.395019,111243.601811,25.772397
-81.378803,79.154959,111543.739337,26.359676
-81.375210,78.855837,111842.055139,27.111556
-81.371350,78.553604,112140.352591,27.873865
-81.367799,78.291682,112439.921018,28.524826
-81.365005,78.096546,112741.746541,28.988459
-81.362919,77.957815,113045.501328,29.292752
-81.388552,80.028017,110648.783026,24.177918
-81.385032,79.668957,110944.416261,25.091245
-81.382103,79.395727,111243.582365,25.769690
-81.379362,79.156086,111543.785866,26.355743
-81.375756,78.855760,111842.067621,27.110908
-81.371901,78.553861,112140.279912,27.872250
-81.368356,78.292370,112439.955221,28.521921
-81.365545,78.096051,112741.744989,28.988847
-81.363444,77.956221,113045.413154,29.296231
-81.389116,80.029941,110648.846605,24.172001
-81.385598,79.670921,110944.595813,25.085099
-81.382658,79.396454,111243.554916,25.766933
-81.379921,79.157185,111543.833352,26.351890
-81.376301,78.855634,111842.078741,27.110395
-81.372449,78.553918,112140.329067,27.871162
-81.368913,78.293092,112439.991606,28.518921
-81.366089,78.095792,112741.768115,28.988565
-81.363968,77.954537,113045.358366,29.299950
-81.389679,80.031795,110648.909292,24.166279
-81.386167,79.673171,110944.661622,25.078195
-81.383211,79.397029,111243.693076,25.764554
-81.380480,79.158244,111543.886246,26.348147
-81.376847,78.855512,111842.091962,27.109869
-81.372995,78.553891,112140.366112,27.870310
-81.369470,78.293825,112440.030534,28.515890
-81.366635,78.095678,112741.612080,28.987926
-81.364492,77.952900,113045.265297,29.303552
-81.390240,80.033528,110648.961464,24.160890
-81.386744,79.676283,110944.719711,25.068926
-81.383765,79.397788,111243.681044,25.761705
-81.381038,79.159218,111543.931108,26.344638
-81.377393,78.855425,111842.102039,27.109247
-81.373541,78.553777,112140.396821,27.869702
-81.370026,78.294491,112440.072009,28.513046
-81.367180,78.095489,112741.650787,28.987444
-81.365017,77.951264,113045.150517,29.307154
-81.390801,80.035113,110649.005365,24.155907
-81.387322,79.679506,110944.875836,25.059333
-81.384320,79.398584,111243.691530,25.758748
-81.381595,79.160153,111543.977275,26.341239
-81.377939,78.855368,111842.109921,27.108541
-81.374086,78.553600,112140.421782,27.869272
-81.370580,78.294958,112440.147300,28.510751
-81.367725,78.095294,112741.693264,28.986977
-81.365547,77.950094,113045.279788,29.309379
-81.391360,80.036502,110649.062302,24.151458
-81.387913,79.683945,110944.954680,25.046424
-81.384877,79.399496,111243.702576,25.755472
-81.382152,79.161070,111544.017796,26.337893
-81.378486,78.855385,111842.104252,27.107635
-81.374630,78.553375,112140.437686,27.868977
-81.371133,78.295357,112440.057045,28.508693
-81.368270,78.095115,112741.744687,28.986461
-81.366080,77.949028,113045.165755,29.311379
-81.391919,80.037951,110649.126421,24.146841
-81.388496,79.687723,110945.124114,25.035308
-81.385432,79.400355,111243.848693,25.752309
-81.382709,79.161978,111544.056757,26.334571
-81.379034,78.855429,111842.089264,27.106656
-81.375173,78.553006,112140.418364,27.869094
-81.371682,78.295469,112440.126782,28.507394
-81.368816,78.095003,112741.792522,28.985759
-81.366616,77.948186,113045.024476,29.312756
-81.392478,80.039391,110649.189008,24.142252
-81.389078,79.691258,110945.214318,25.024882
-81.385992,79.401629,111243.805084,25.748050
-81.383266,79.162859,111544.098916,26.331323
-81.379581,78.855438,111842.095958,27.105769
-81.375715,78.552607,112140.394165,27.869296
-81.372225,78.295140,112440.131701,28.507348
-81.369364,78.095012,112741.810153,28.984725
-81.367153,77.947460,113045.172327,29.313727
-81.393040,80.041111,110649.292772,24.136892
-81.389651,79.693963,110945.360323,25.016721
-81.386550,79.402653,111243.898315,25.744448
-81.383822,79.163720,111544.142152,26.328131
-81.380128,78.855407,111842.110981,27.104991
-81.376260,78.552395,112140.381816,27.868973
-81.372765,78.294624,112440.091204,28.507837
-81.369909,78.094810,112741.778079,28.984298
-81.367695,77.947103,113045.083773,29.313725
-81.393605,80.043183,110649.389591,24.130571
-81.390219,79.696224,110945.469321,25.009788
-81.387111,79.403992,111243.985299,25.739981
-81.384379,79.164669,111544.164539,26.324701
-81.380674,78.855377,111842.118893,27.104211
-81.376805,78.552238,112140.371001,27.868499
-81.373309,78.294372,112440.084641,28.507579
-81.370452,78.094505,112741.725231,28.984168
-81.368242,77.947051,113045.037855,29.312854
-81.394169,80.045198,110649.453462,24.124414
-81.390775,79.697129,110945.442372,25.006606
-81.387673,79.405523,111243.981989,25.735006
-81.384937,79.165669,111544.192759,26.321130
-81.381221,78.855313,111842.115098,27.103529
-81.377352,78.552242,112140.373328,27.867568
-81.373854,78.294162,112440.065433,28.507208
-81.370991,78.093890,112741.836345,28.984860
-81.368792,77.947179,113045.019566,29.311470
-81.394733,80.047155,110649.524805,24.118416
-81.391322,79.697179,110945.606404,25.005722
-81.388237,79.407107,111244.039380,25.729872
-81.385497,79.166786,111544.219754,26.317235
-81.381765,78.855061,111842.202023,27.103346
-81.377900,78.552285,112140.381810,27.866528
-81.374395,78.293733,112440.182101,28.507411
-81.371531,78.093339,112741.785769,28.985418
-81.369347,77.947739,113045.057368,29.308854
-81.395296,80.049019,110649.582641,24.112676
-81.391877,79.698131,110945.619676,25.002404
-81.388800,79.408707,111244.114360,25.724690
-81.386057,79.168001,111544.253482,26.313071
-81.382310,78.854892,111842.190905,27.102955
-81.378449,78.552390,112140.395644,27.865313
-81.374939,78.293429,112440.149809,28.507303
-81.372069,78.092670,112741.745968,28.986303
-81.369906,77.948485,113045.086577,29.305720
-81.395858,80.050770,110649.640903,24.107246
-81.392452,79.701020,110945.591401,24.993785
-81.389358,79.409807,111244.247374,25.720869
-81.386617,79.169208,111544.393246,26.308901
-81.382854,78.854702,111842.179809,27.102626
-81.378998,78.552528,112140.420178,27.864005
-81.375480,78.292991,112440.132805,28.507569
-81.372607,78.091984,112741.707942,28.987235
-81.370458,77.948776,113045.168972,29.303851
-81.396419,80.052451,110649.698834,24.102007
-81.393025,79.703740,110945.704899,24.985596
-81.389913,79.410553,111244.265270,25.718053
-81.387181,79.170743,111544.437010,26.303852
-81.383397,78.854359,111842.182717,27.102716
-81.379547,78.552695,112140.448926,27.862613
-81.376022,78.292589,112440.117060,28.507732
-81.373145,78.091236,112741.671951,28.988342
-81.371007,77.948901,113045.282964,29.302438
-81.396979,80.054028,110649.749016,24.097053
-81.393593,79.705944,110945.882162,24.978807
-81.390466,79.411190,111244.176584,25.715566
-81.387747,79.172490,111544.485192,26.298214
-81.383939,78.853957,111842.191451,27.102969
-81.380096,78.552873,112140.477825,27.861191
-81.376565,78.292238,112440.096022,28.507753
-81.373681,78.090463,112741.642157,28.989515
-81.371552,77.948722,113045.328829,29.301897
-81.397539,80.055576,110649.820642,24.092174
-81.394167,79.708707,110945.880953,24.970531
-81.391021,79.411999,111244.310511,25.712548
-81.388314,79.174266,111544.544389,26.292497
-81.384481,78.853466,111842.203549,27.103466
-81.380646,78.553057,112140.503722,27.859756
-81.377112,78.292170,112440.078947,28.506983
-81.374218,78.089650,112741.631217,28.990798
-81.372096,77.948452,113045.110209,29.301687
-81.398101,80.057349,110649.918696,24.086675
-81.394739,79.711288,110946.050248,24.962715
-81.391582,79.413308,111244.334201,25.708182
-81.388882,79.176165,111544.583989,26.286447
-81.385021,78.852934,111842.209189,27.104080
-81.381195,78.553235,112140.528183,27.858335
-81.377659,78.292194,112440.182337,28.505919
-81.374755,78.088876,112741.623005,28.991967
-81.372632,77.947614,113045.099465,29.303016
-81.398664,80.059214,110649.999048,24.080934
-81.395309,79.713740,110946.150541,24.955270
-81.392144,79.414812,111244.392561,25.703273
-81.389432,79.176468,111544.647368,26.284793
-81.385563,78.852528,111842.127780,27.104366
-81.381745,78.553408,112140.550981,27.856928
-81.378212,78.292579,112440.180134,28.503877
-81.375292,78.088134,112741.606898,28.993051
-81.373169,77.946827,113045.103388,29.304194
-81.399228,80.061160,110650.077867,24.074972
-81.395875,79.715742,110946.229056,24.949065
-81.392709,79.416523,111244.446595,25.697796
-81.389975,79.176108,111544.621811,26.284993
-81.386103,78.851934,111842.142325,27.105149
-81.382294,78.553557,112140.568908,27.855591
-81.378766,78.293071,112440.177719,28.501533
-81.375831,78.087557,112741.628663,28.993658
-81.373706,77.946100,113045.105704,29.305205
-81.399793,80.063251,110650.161236,24.068613
-81.396443,79.717939,110946.241397,24.942342
-81.393278,79.418684,111244.618733,25.691051
-81.390517,79.175705,111544.596722,26.285311
-81.386643,78.851338,111842.157435,27.105935
-81.382843,78.553702,112140.584909,27.854266
-81.379312,78.292970,112440.267277,28.500825
-81.376372,78.087016,112741.652261,28.994166
-81.374243,77.945337,113045.082704,29.306324
-81.400357,80.065276,110650.219287,24.062441
-81.397009,79.720008,110946.356937,24.935946
-81.393849,79.421007,111244.706236,25.683886
-81.391057,79.175119,111544.683089,26.286104
-81.387185,78.850861,111842.191860,27.106387
-81.383392,78.553824,112140.597876,27.853004
-81.379858,78.292866,112440.260441,28.500153
-81.376913,78.086560,112741.677103,28.994434
-81.374779,77.944558,113045.049985,29.307493
-81.400919,80.067053,110650.244993,24.056954
-81.397578,79.722262,110946.384304,24.929065
-81.394426,79.423895,111244.790636,25.675168
-81.391601,79.174846,111544.671311,26.286059
-81.387728,78.850576,111842.127852,27.106333
-81.383941,78.553959,112140.613778,27.851706
-81.380409,78.293107,112440.314651,28.498497
-81.377454,78.086104,112741.698521,28.994700
-81.375315,77.943688,113045.273206,29.308841
-81.401480,80.068661,110650.289543,24.051925
-81.398145,79.724399,110946.484215,24.922488
-81.394999,79.426370,111244.826833,25.667597
-81.392145,79.174615,111544.658098,26.285899
-81.388272,78.850276,111842.165231,27.106296
-81.384490,78.554115,112140.632000,27.850351
-81.380957,78.293194,112440.316886,28.497287
-81.377995,78.085651,112741.723132,28.994959
-81.375852,77.942943,113045.254989,29.309909
-81.402037,80.069972,110650.315341,24.047708
-81.398712,79.726459,110946.575352,24.916126
-81.395562,79.427894,111244.935305,25.662626
-81.392691,79.174523,111544.650350,26.285353
-81.388815,78.850014,111842.195829,27.106152
-81.385039,78.554292,112140.653176,27.848936
-81.381502,78.292986,112440.213936,28.496931
-81.378535,78.085097,112741.733043,28.995507
-81.376391,77.942373,113045.254347,29.310480
-81.402594,80.071185,110650.360055,24.043754
-81.399278,79.728449,110946.673454,24.909956
-81.396121,79.429086,111244.948180,25.658592
-81.393237,79.174439,111544.632790,26.284788
-81.389361,78.849911,111842.192233,27.105576
-81.385589,78.554499,112140.675216,27.847434
-81.382044,78.292590,112440.261458,28.497058
-81.379073,78.084395,112741.730280,28.996472
-81.376930,77.941773,113045.250416,29.311134
-81.403147,80.071837,110650.348614,24.041346
-81.399841,79.730159,110946.750633,24.904555
-81.396668,79.429142,111244.990444,25.657672
-81.393781,79.174195,111544.706682,26.284640
-81.389908,78.849873,111842.183886,27.104823
-81.386140,78.554773,112140.708541,27.845745
-81.382586,78.292212,112440.210139,28.497165
-81.379610,78.083649,112741.720601,28.997562
-81.377469,77.941110,113045.240189,29.311968
-81.403698,80.072429,110650.377002,24.039086
-81.400402,79.731662,110946.786072,24.899735
-81.397212,79.428944,111244.992064,25.657461
-81.394328,79.174213,111544.687751,26.283795
-81.390456,78.849939,111842.176796,27.103779
-81.386691,78.555098,112140.744836,27.843914
-81.383126,78.291620,112440.305369,28.497827
-81.380147,78.082875,112741.710190,28.998730
-81.378008,77.940529,113045.238438,29.312567
-81.404250,80.073097,110650.417197,24.036620
-81.400961,79.733003,110946.805948,24.895362
-81.397754,79.428427,111244.915544,25.658145
-81.394876,79.174321,111544.672693,26.282700
-81.391002,78.849876,111842.205287,27.103083
-81.387246,78.555701,112140.691381,27.841330
-81.383667,78.291137,112440.293432,28.498214
-81.380683,78.082036,112741.687862,29.000084
-81.378549,77.940038,113045.227000,29.312917
-81.404805,80.074025,110650.493038,24.033437
-81.401518,79.734035,110946.926665,24.891809
-81.398294,79.427800,111244.981117,25.659098
-81.395425,79.174487,111544.674573,26.281440
-81.391546,78.849645,111842.251555,27.102852
-81.387799,78.556129,112140.751860,27.839206
-81.384206,78.290531,112440.295898,28.498942
-81.381219,78.081185,112741.669646,29.001470
-81.379088,77.939419,113045.207512,29.313630
-81.405364,80.075536,110650.574616,24.028667
-81.402077,79.735317,110946.919200,24.887603
-81.398839,79.427700,111244.943881,25.658625
-81.395973,79.174616,111544.695836,26.280277
-81.392092,78.849578,111842.184375,27.102192
-81.388352,78.556569,112140.809937,27.837049
-81.384745,78.289880,112440.304651,28.499793
-81.381756,78.080435,112741.678632,29.002567
-81.379626,77.938739,113045.195167,29.314510
-81.405923,80.076947,110650.608761,24.024182
-81.402637,79.736718,110946.941402,24.883066
-81.399392,79.428284,111245.012248,25.656249
-81.396520,79.174598,111544.698137,26.279526
-81.392636,78.849311,111842.208415,27.102065
-81.388904,78.556976,112140.861206,27.834985
-81.385282,78.289085,112440.280422,28.501058
-81.382293,78.079669,112741.676704,29.003709
-81.380165,77.938153,113045.001109,29.315180
-81.406480,80.078148,110650.629152,24.020271
-81.403196,79.738031,110947.079475,24.878745
-81.399962,79.430465,111245.022423,25.649501
-81.397066,79.174543,111544.704692,26.278875
-81.393183,78.849289,111842.229902,27.101258
-81.389456,78.557334,112140.904355,27.833061
-81.385820,78.288366,112440.265469,28.502104
-81.382829,78.078855,112741.648803,29.004994
-81.380703,77.937457,113045.088068,29.316077
-81.407039,80.079571,110650.716724,24.015740
-81.403755,79.739380,110947.036766,24.874366
-81.400531,79.432617,111245.131273,25.642808
-81.397611,79.174439,111544.703753,26.278360
-81.393730,78.849281,111842.250377,27.100413
-81.390007,78.557647,112140.936594,27.831263
-81.386361,78.287943,112440.224981,28.502332
-81.383368,78.078181,112741.632046,29.005882
-81.381243,77.936948,113045.084040,29.316474
-81.407599,80.081086,110650.750145,24.010973
-81.404312,79.740409,110947.092505,24.870841
-81.401098,79.434567,111245.196260,25.636682
-81.398157,79.174335,111544.700632,26.277845
-81.394277,78.849250,111842.265562,27.099633
-81.390557,78.557879,112140.951757,27.829698
-81.386904,78.287581,112440.182665,28.502389
-81.383908,78.077693,112741.602301,29.006254
-81.381785,77.936500,113045.090728,29.316698
-81.408156,80.082380,110650.780038,24.006807
-81.404868,79.741386,110947.166227,24.867453
-81.401665,79.436533,111245.280565,25.630508
-81.398700,79.174024,111544.784511,26.277882
-81.394822,78.849151,111842.273859,27.099045
-81.391107,78.558101,112140.958437,27.828160
-81.387445,78.287131,112440.274909,28.502653
-81.384451,78.077349,112741.617560,29.006207
-81.382328,77.936184,113045.114132,29.316545
-81.408715,80.083817,110650.860935,24.002244
-81.405425,79.742501,110947.262561,24.863685
-81.402231,79.438371,111245.379803,25.624683
-81.399244,79.173779,111544.753246,26.277763
-81.395366,78.848881,111842.286978,27.098927
-81.391657,78.558297,112140.970628,27.826696
-81.387990,78.286884,112440.257233,28.502384
-81.384995,78.077068,112741.644258,29.005980
-81.382870,77.935754,113045.094127,29.316726
-81.409269,80.084691,110650.853390,23.999229
-81.405983,79.743685,110947.206019,24.859762
-81.402796,79.440157,111245.351505,25.619034
-81.399785,79.173232,111544.714129,26.278478
-81.395911,78.848712,111842.299736,27.098530
-81.392207,78.558535,112140.989891,27.825113
-81.388534,78.286670,112440.239679,28.502019
-81.385541,78.076965,112741.667163,29.005254
-81.383410,77.935220,113045.019369,29.317214
-81.409820,80.085173,110650.863177,23.997282
-81.406539,79.744667,110947.260914,24.856368
-81.403356,79.441470,111245.457907,25.614650
-81.400325,79.172564,111544.781543,26.279501
-81.396458,78.848665,111842.301531,27.097797
-81.392758,78.558829,112141.009943,27.823373
-81.389079,78.286513,112440.236519,28.501491
-81.386088,78.076915,112741.675241,29.004387
-81.383946,77.934421,113045.201089,29.318373
-81.410374,80.086085,110650.936480,23.994146
-81.407094,79.745622,110947.291534,24.853052
-81.403916,79.442678,111245.540941,25.610562
-81.400867,79.172131,111544.761620,26.279897
-81.397004,78.848589,111842.304682,27.097145
-81.393314,78.559521,112140.945939,27.820546
-81.389625,78.286374,112440.230403,28.500914
-81.386637,78.077005,112741.685026,29.003126
-81.384482,77.933625,113045.177715,29.319581
-81.410934,80.087616,110651.082430,23.989314
-81.407648,79.746397,110947.451255,24.850200
-81.404475,79.443892,111245.584657,25.606467
-81.401409,79.171698,111544.712817,26.280299
-81.397550,78.848487,111842.310621,27.096564
-81.393868,78.560099,112141.005563,27.818008
-81.390164,78.285764,112440.298823,28.501632
-81.387186,78.077107,112741.687718,29.001831
-81.385020,77.932896,113045.171546,29.320594
-81.411497,80.089490,110651.167749,23.983563
-81.408204,79.747363,110947.473874,24.846857
-81.405034,79.445104,111245.612970,25.602382
-81.401949,79.171104,111544.743566,26.281128
-81.398095,78.848331,111842.296321,27.096139
-81.394423,78.560713,112141.058203,27.815368
-81.390705,78.285275,112440.252562,28.502044
-81.387734,78.077173,112741.698706,29.000636
-81.385557,77.932163,113045.159476,29.321621
-81.412059,80.091288,110651.221298,23.978027
-81.408759,79.748260,110947.490335,24.843705
-81.405594,79.446327,111245.667381,25.598262
-81.402494,79.170941,111544.726461,26.280778
-81.398638,78.848003,111842.381583,27.096163
-81.394978,78.561321,112141.138733,27.812738
-81.391245,78.284683,112440.183076,28.502750
-81.388283,78.077249,112741.709024,28.999413
-81.386092,77.931300,113045.132434,29.323016
-81.412620,80.092974,110651.277786,23.972795
-81.409317,79.749468,110947.508483,24.839702
-81.406155,79.447716,111245.748052,25.593678
-81.403037,79.170613,111544.768323,26.280870
-81.399180,78.847635,111842.347103,27.096330
-81.395529,78.561614,112141.185945,27.810995
-81.391784,78.284058,112440.241131,28.503511
-81.388832,78.077364,112741.693470,28.998090
-81.386629,77.930515,113045.097450,29.324195
-81.413179,80.094491,110651.314304,23.968029
-81.409879,79.751062,110947.525252,24.834647
-81.406716,79.449174,111245.821559,25.588907
-81.403578,79.170131,111544.748145,26.281400
-81.399723,78.847277,111842.291052,27.096473
-81.396081,78.561980,112141.094015,27.809087
-81.392327,78.283748,112440.272690,28.503402
-81.389384,78.077685,112741.713576,28.996178
-81.387168,77.929937,113045.008098,29.324809
-81.413736,80.095652,110651.330567,23.964234
-81.410444,79.752990,110947.587816,24.828669
-81.407281,79.450858,111245.791909,25.583544
-81.404121,79.169738,111544.746832,26.281680
-81.400265,78.846838,111842.301106,27.096824
-81.396633,78.562333,112141.192887,27.807163
-81.392876,78.283839,112440.257096,28.502183
-81.389940,78.078245,112741.734842,28.993597
-81.387708,77.929358,113044.952255,29.325417
-81.414291,80.096695,110651.368483,23.960755
-81.411011,79.755061,110947.752238,24.822277
-81.407843,79.452342,111245.887796,25.578701
-81.404666,79.169634,111544.731358,26.281168
-81.400815,78.847068,111842.289773,27.095328
-81.397185,78.562737,112141.172269,27.805129
-81.393427,78.284102,112440.274496,28.500477
-81.390501,78.079207,112741.830429,28.989868
-81.388247,77.928745,113044.929163,29.326109
-81.414846,80.097629,110651.393136,23.957578
-81.411580,79.757377,110947.871717,24.815230
-81.408405,79.453840,111246.010562,25.573812
-81.405215,79.169809,111544.792667,26.279870
-81.401371,78.847876,111842.368913,27.092208
-81.397732,78.562694,112141.172599,27.804334
-81.393980,78.284542,112440.311118,28.498270
-81.391066,78.080472,112741.758165,28.985339
-81.388783,77.927945,113045.102823,29.327270
-81.415400,80.098509,110651.429801,23.954546
-81.412153,79.760150,110947.916816,24.806950
-81.408968,79.455409,111245.982069,25.568766
-81.405768,79.170329,111544.782030,26.277638
-81.401928,78.848655,111842.442414,27.089172
-81.398279,78.562671,112141.186948,27.803480
-81.394535,78.285130,112440.328088,28.495653
-81.391630,78.081671,112741.876614,28.980939
-81.389320,77.927217,113045.060622,29.328291
-81.415958,80.099888,110651.516685,23.950144
-81.412725,79.762856,110947.984962,24.798853
-81.409527,79.456662,111246.079511,25.564555
-81.406317,79.170558,111544.797405,26.276201
-81.402486,78.849568,111842.407203,27.085790
-81.398826,78.562644,112141.231631,27.802625
-81.395098,78.286291,112440.331615,28.491441
-81.392195,78.082930,112741.946833,28.976390
-81.389861,77.926703,113045.004562,29.328713
-81.416520,80.101601,110651.649071,23.944826
-81.413302,79.766051,110948.160457,24.789395
-81.410086,79.457770,111246.154570,25.560749
-81.406867,79.170873,111544.784148,26.274535
-81.403040,78.850204,111842.455483,27.083157
-81.399373,78.562667,112141.252338,27.801641
-81.395664,78.287645,112440.390852,28.486676
-81.392761,78.084295,112742.025712,28.971540
-81.390402,77.926239,113044.928574,29.329002
-81.417081,80.103299,110651.705021,23.939566
-81.413885,79.769863,110948.235144,24.778279
-81.410639,79.458458,111246.231680,25.558094
-81.407418,79.171177,111544.806652,26.272892
-81.403594,78.850798,111842.515690,27.080637
-81.399923,78.562855,112141.229059,27.800210
-81.396206,78.287255,112440.381683,28.486801
-81.393328,78.085689,112742.092781,28.966613
-81.390943,77.925785,113044.882473,29.329254
-81.417640,80.104829,110651.741882,23.934769
-81.414475,79.774303,110948.436450,24.765421
-81.411192,79.459080,111246.146330,25.555661
