Latitude(deg.),Longitude(deg.),Slant_Range(m),Incidence_Angle(deg.)
-83.579703,78.804568,112196.828512,23.701734
-83.576450,78.476135,112496.914440,24.293723
-83.571774,78.032674,112794.529156,25.119008
-83.568834,77.775708,113096.488389,25.567075
-83.590252,79.961758,110685.083749,21.708597
-83.588456,79.730095,110987.044860,22.109061
-83.586496,79.490543,111289.627466,22.524401
-83.585162,79.340568,111593.809299,22.759413
-83.582882,79.084946,111895.413682,23.205576
-83.580244,78.803879,112196.862507,23.702258
-83.577019,78.478331,112496.926065,24.288395
-83.572341,78.034442,112794.607599,25.114424
-83.569399,77.777215,113096.558228,25.562972
-83.590798,79.961576,110685.087888,21.708306
-83.589032,79.733976,110987.129046,22.100593
-83.587044,79.490730,111289.641773,22.523289
-83.585704,79.339929,111593.805269,22.759933
-83.583379,79.079110,111895.347002,23.216475
-83.580787,78.803358,112196.649688,23.702499
-83.577586,78.480305,112497.117010,24.283473
-83.572909,78.036317,112794.537737,25.109661
-83.569965,77.778747,113096.484678,25.558852
-83.591342,79.961217,110685.088806,21.708370
-83.589599,79.736614,110987.216689,22.094611
-83.587594,79.491035,111289.661431,22.521943
-83.586247,79.339292,111593.798093,22.760451
-83.583875,79.073145,111895.112342,23.227666
-83.581329,78.802665,112196.708620,23.703026
-83.578158,78.482691,112497.130594,24.277764
-83.573475,78.037941,112794.630284,25.105369
-83.570525,77.779766,113096.605165,25.555725
-83.591887,79.960890,110685.090831,21.708370
-83.590165,79.739169,110987.228871,22.088811
-83.588143,79.491325,111289.679514,22.520626
-83.586789,79.338656,111593.794909,22.760964
-83.584367,79.066759,111895.040376,23.239665
-83.581869,78.801930,112196.748818,23.703640
-83.578729,78.485094,112497.179458,24.272012
-83.574038,78.039315,112794.693496,25.101587
-83.571083,77.780637,113096.720193,25.552900
-83.592431,79.960545,110685.092025,21.708406
-83.590722,79.740516,110987.299748,22.085414
-83.588693,79.491621,111289.698615,22.519297
-83.587331,79.338054,111593.783793,22.761413
-83.584863,79.060844,111894.845824,23.250747
-83.582410,78.801174,112196.778188,23.704299
-83.579301,78.487561,112497.227369,24.266134
-83.574595,78.040207,112794.690813,25.098798
-83.571641,77.781481,113096.662311,25.550172
-83.592976,79.960226,110685.094217,21.708390
-83.591277,79.741644,110987.341322,22.082461
-83.589242,79.491838,111289.715818,22.518126
-83.587873,79.337466,111593.770598,22.761833
-83.585363,79.055308,111894.716764,23.261053
-83.582950,78.800320,112196.790702,23.705158
-83.579872,78.489964,112497.282620,24.260384
-83.575157,78.041409,112794.737461,25.095371
-83.572193,77.781759,113096.734348,25.548558
-83.593521,79.959901,110685.095922,21.708386
-83.591829,79.742289,110987.328692,22.080484
-83.589790,79.491926,111289.729094,22.517213
-83.588417,79.336951,111593.759423,22.762106
-83.585861,79.049667,111894.717425,23.271541
-83.583490,78.799453,112196.804169,23.706041
-83.580444,78.492342,112497.325088,24.254688
-83.575723,78.043098,112794.807368,25.090954
-83.572743,77.781920,113096.735735,25.547200
-83.594066,79.959673,110685.100261,21.708187
-83.592377,79.742525,110987.371079,22.079314
-83.590337,79.491899,111289.739392,22.516534
-83.588960,79.336478,111593.751533,22.762294
-83.586364,79.044534,111894.615047,23.281034
-83.584029,78.798563,112196.822314,23.706969
-83.581008,78.494047,112497.408602,24.250338
-83.576289,78.044796,112794.854044,25.086525
-83.573287,77.781532,113096.619116,25.546982
-83.594611,79.959412,110685.103711,21.708054
-83.592924,79.742447,110987.347127,22.078786
-83.590883,79.491754,111289.746023,22.516088
-83.589505,79.336178,111593.731932,22.762139
-83.586871,79.039942,111894.380887,23.289471
-83.584567,78.797542,112196.824283,23.708165
-83.581582,78.496730,112497.549475,24.244009
-83.576857,78.046624,112794.889667,25.081836
-83.573829,77.780941,113096.755118,25.547114
-83.595156,79.959170,110685.107460,21.707883
-83.593467,79.741871,110987.407701,22.079232
-83.591428,79.491517,111289.750531,22.515828
-83.590052,79.336116,111593.731115,22.761504
-83.587379,79.035398,111894.292843,23.297778
-83.585105,78.796413,112196.827585,23.709575
-83.582169,78.500701,112497.583499,24.235118
-83.577423,78.048270,112795.076416,25.077481
-83.574374,77.780617,113096.652105,25.546761
-83.595701,79.958903,110685.110475,21.707762
-83.594010,79.741341,110987.368364,22.079610
-83.591973,79.491236,111289.754369,22.515656
-83.590602,79.336444,111593.748113,22.760086
-83.587892,79.031515,111894.287849,23.304744
-83.585643,78.795388,112196.577436,23.710833
-83.582733,78.502404,112497.751566,24.230754
-83.577991,78.050173,112795.126231,25.072639
-83.574918,77.780206,113096.759733,25.546536
-83.596246,79.958604,110685.112967,21.707707
-83.594553,79.740782,110987.325611,22.080044
-83.592518,79.490974,111289.762744,22.515444
-83.591144,79.335845,111593.766808,22.760520
-83.588410,79.028055,111894.289816,23.310861
-83.586180,78.794215,112196.630525,23.712321
-83.583305,78.504809,112497.741258,24.225021
-83.578559,78.052071,112795.179449,25.067807
-83.575465,77.780117,113096.682882,25.545701
-83.596791,79.958298,110685.115224,21.707662
-83.595093,79.739863,110987.387805,22.081176
-83.593063,79.490669,111289.767215,22.515321
-83.591680,79.334491,111593.824041,22.762455
-83.588932,79.025223,111894.098845,23.315760
-83.586717,78.793004,112196.644327,23.713892
-83.583879,78.507465,112497.789358,24.218773
-83.579128,78.053970,112795.225336,25.062977
-83.576016,77.780357,113096.649313,25.544192
-83.597336,79.957982,110685.117303,21.707640
-83.595634,79.739079,110987.346348,22.082060
-83.593605,79.490043,111289.764552,22.515839
-83.592217,79.333274,111593.794356,22.764132
-83.589453,79.022144,111894.062653,23.321120
-83.587254,78.791869,112196.672983,23.715308
-83.584442,78.509066,112497.870473,24.214636
-83.579694,78.055678,112795.260512,25.058536
-83.576569,77.780713,113096.837051,25.542394
-83.597882,79.957955,110685.127385,21.707038
-83.596175,79.738238,110987.307466,22.083057
-83.594147,79.489357,111289.760220,22.516477
-83.592755,79.332051,111593.720597,22.765832
-83.589973,79.019026,111894.022989,23.326557
-83.587794,78.791016,112196.729057,23.716151
-83.585005,78.510608,112497.949634,24.210621
-83.580258,78.057158,112795.323327,25.054549
-83.577123,77.781276,113096.817411,25.540225
-83.598430,79.958072,110685.139393,21.706149
-83.596712,79.736884,110987.336266,22.085063
-83.594687,79.488446,111289.749482,22.517567
-83.593290,79.330635,111593.664169,22.767914
-83.590491,79.015706,111893.985530,23.332399
-83.588331,78.789921,112196.736962,23.717492
-83.585566,78.512019,112498.031087,24.206866
-83.580820,78.058420,112795.381350,25.051004
-83.577679,77.781898,113096.825432,25.537934
-83.598977,79.958038,110685.147644,21.705561
-83.597251,79.735781,110987.280206,22.086585
-83.595226,79.487394,111289.736652,22.518938
-83.593826,79.329191,111593.611267,22.770048
-83.591010,79.012435,111893.958897,23.338139
-83.588865,78.788454,112196.705558,23.719584
-83.586127,78.513337,112498.105996,24.203303
-83.581382,78.059727,112795.293073,25.047404
-83.578236,77.782649,113096.847512,25.535377
-83.599523,79.958002,110685.155592,21.704978
-83.597787,79.734313,110987.295474,22.088822
-83.595763,79.486118,111289.716966,22.520760
-83.594361,79.327716,111593.575288,22.772243
-83.591531,79.009428,111893.939752,23.343347
-83.589397,78.786716,112196.636047,23.722227
-83.586688,78.514691,112497.991070,24.199710
-83.581944,78.061042,112795.480161,25.043722
-83.578793,77.783456,113096.867173,25.532708
-83.600068,79.957648,110685.156642,21.705030
-83.598326,79.733240,110987.246844,22.090281
-83.596302,79.485026,111289.699459,22.522211
-83.594896,79.326143,111593.536828,22.774632
-83.592056,79.006835,111893.754928,23.347764
-83.589927,78.784786,112196.549482,23.725261
-83.587246,78.515725,112498.085622,24.196711
-83.582514,78.063055,112795.443329,25.038686
-83.579350,77.784186,113096.869180,25.530198
-83.600611,79.957197,110685.154629,21.705277
-83.598866,79.732279,110987.209469,22.091516
-83.596841,79.484050,111289.683057,22.523429
-83.595429,79.324435,111593.498991,22.777290
-83.592581,79.004298,111893.730018,23.352030
-83.590455,78.782689,112196.414227,23.728637
-83.587803,78.516648,112498.175337,24.193937
-83.583075,78.064307,112795.428365,25.035180
-83.579907,77.784943,113096.871669,25.527634
-83.601153,79.956474,110685.147261,21.706068
-83.599408,79.731583,110987.208811,22.092213
-83.597381,79.483171,111289.674121,22.524452
-83.595962,79.322719,111593.450923,22.779967
-83.593108,79.001941,111893.715962,23.355935
-83.590982,78.780414,112196.596788,23.732300
-83.588359,78.517467,112498.256534,24.191375
-83.583633,78.065256,112795.469588,25.032273
-83.580462,77.785575,113096.888351,25.525320
-83.601694,79.955610,110685.135576,21.707139
-83.599951,79.731015,110987.213235,22.092653
-83.597922,79.482303,111289.667485,22.525455
-83.596495,79.320975,111593.397266,22.782698
-83.593636,78.999739,111893.708779,23.359527
-83.591513,78.778644,112196.530452,23.735005
-83.588915,78.518355,112498.120361,24.188724
-83.584198,78.066768,112795.603694,25.028210
-83.581017,77.786168,113096.903552,25.523086
-83.602234,79.954548,110685.120225,21.708607
-83.600495,79.730674,110987.238940,22.092636
-83.598459,79.481045,111289.645737,22.527236
-83.597029,79.319305,111593.373108,22.785276
-83.594168,78.997923,111893.724828,23.362340
-83.592044,78.776872,112196.464937,23.737715
-83.589468,78.518891,112498.212704,24.186726
-83.584768,78.068821,112795.584185,25.023091
-83.581571,77.786665,113096.940348,25.521041
-83.602771,79.953115,110685.094288,21.710816
-83.601040,79.730380,110987.268244,22.092525
-83.598996,79.479699,111289.617841,22.529196
-83.597562,79.317608,111593.345955,22.787909
-83.594700,78.996231,111893.725148,23.364909
-83.592576,78.775122,112196.424992,23.740372
-83.590021,78.519326,112498.298251,24.184934
-83.585333,78.070439,112795.626529,25.018836
-83.582125,77.787098,113097.010941,25.519119
-83.603305,79.951331,110685.060974,21.713726
-83.601589,79.730615,110987.250710,22.091368
-83.599530,79.478098,111289.571759,22.531668
-83.598093,79.315531,111593.329185,22.791295
-83.595234,78.994689,111893.703463,23.367181
-83.593109,78.773514,112196.385186,23.742746
-83.590571,78.519554,112498.358286,24.183563
-83.585898,78.072074,112795.732199,25.014534
-83.582677,77.787486,113097.098723,25.517282
-83.603840,79.949614,110685.031053,21.716501
-83.602135,79.730453,110987.307700,22.090988
-83.600066,79.476635,111289.534885,22.533862
-83.598623,79.313494,111593.294175,22.794608
-83.595769,78.993189,111893.676686,23.369370
-83.593642,78.771986,112196.330850,23.744962
-83.591120,78.519702,112498.410014,24.182354
-83.586469,78.074151,112795.770947,25.009355
-83.583230,77.787860,113097.182731,25.515473
-83.604374,79.947793,110684.989381,21.719485
-83.602682,79.730443,110987.277936,22.090321
-83.600603,79.475395,111289.520964,22.535605
-83.599153,79.311390,111593.197613,22.798065
-83.596304,78.991758,111893.641055,23.371422
-83.594174,78.770289,112196.309560,23.747509
-83.591667,78.519588,112498.434568,24.181677
-83.587039,78.076211,112795.887195,25.004194
-83.583787,77.788586,113097.035955,25.513012
-83.604900,79.944768,110684.930623,21.724873
-83.603225,79.729992,110987.317294,22.090520
-83.601136,79.473559,111289.471654,22.538546
-83.599683,79.309284,111593.131209,22.801520
-83.596842,78.990687,111893.650382,23.372746
-83.594706,78.768616,112196.308672,23.750002
-83.592215,78.519587,112498.221852,24.180828
-83.587612,78.078574,112795.965882,24.998433
-83.584342,77.789212,113097.077343,25.510704
-83.605432,79.942584,110684.896166,21.728579
-83.603769,79.729579,110987.277893,22.090661
-83.601666,79.471383,111289.400661,22.542170
-83.600213,79.307197,111593.090090,22.804930
-83.597384,78.990110,111893.467104,23.373120
-83.595239,78.767008,112196.215120,23.752385
-83.592759,78.519228,112498.247780,24.180642
-83.588189,78.081360,112796.008142,24.991828
-83.584899,77.789996,113097.086945,25.508088
-83.605970,79.941327,110684.875103,21.730431
-83.604309,79.728546,110987.297059,22.092022
-83.602198,79.469442,111289.369174,22.545314
-83.600743,79.305013,111593.013466,22.808542
-83.597927,78.989564,111893.524868,23.373381
-83.595768,78.764996,112196.319120,23.755532
-83.593303,78.518798,112498.260288,24.180600
-83.588771,78.084538,112796.155143,24.984409
-83.585452,77.790414,113097.289283,25.506164
-83.606506,79.939786,110684.845960,21.732854
-83.604849,79.727594,110987.215220,22.093247
-83.602730,79.467581,111289.344657,22.548297
-83.601271,79.302698,111592.915661,22.812417
-83.598470,78.989087,111893.578641,23.373504
-83.596292,78.762410,112196.133653,23.759894
-83.593845,78.518245,112498.270065,24.180807
-83.589354,78.087826,112796.162407,24.976804
-83.586008,77.791020,113097.142044,25.503944
-83.607041,79.938119,110684.816801,21.735526
-83.605382,79.725799,110987.213768,22.096133
-83.603265,79.465943,111289.345784,22.550829
-83.601794,79.299733,111593.068205,22.817536
-83.599016,78.988870,111893.634891,23.373106
-83.596821,78.760391,112196.059720,23.763095
-83.594387,78.517609,112498.268819,24.181181
-83.589928,78.090247,112796.213786,24.970937
-83.586565,77.791834,113097.286429,25.501236
-83.607578,79.936758,110684.796689,21.737585
-83.605916,79.723923,110987.225292,22.099177
-83.603799,79.464354,111289.337035,22.553266
-83.602319,79.297027,111593.021294,22.822182
-83.599562,78.988693,111893.668333,23.372633
-83.597352,78.758593,112196.196718,23.765805
-83.594928,78.516902,112498.268978,24.181697
-83.590492,78.091784,112796.349492,24.966832
-83.587122,77.792565,113097.402565,25.498700
-83.608116,79.935441,110684.774048,21.739558
-83.606450,79.722174,110987.120802,22.101992
-83.604334,79.462777,111289.319379,22.555679
-83.602844,79.294341,111592.975447,22.826784
-83.600109,78.988701,111893.699037,23.371791
-83.597882,78.756737,112196.104452,23.768682
-83.595468,78.516129,112498.266009,24.182347
-83.591054,78.093099,112796.384930,24.963199
-83.587681,77.793534,113097.330931,25.495730
-83.608652,79.933802,110684.744962,21.742173
-83.606982,79.720171,110987.128626,22.105291
-83.604868,79.461125,111289.295616,22.558244
-83.603367,79.291373,111592.857087,22.831967
-83.600657,78.988726,111893.712179,23.370919
-83.598412,78.754826,112196.016630,23.771667
-83.596008,78.515331,112498.265359,24.183045
-83.591619,78.094640,112796.394879,24.959116
-83.588236,77.794128,113097.439179,25.493476
-83.609187,79.932134,110684.714770,21.744845
-83.607514,79.718188,110987.128070,22.108550
-83.605402,79.459435,111289.269051,22.560883
-83.603887,79.288105,111592.706415,22.837752
-83.601206,78.988903,111893.705619,23.369747
-83.598947,78.753406,112195.910618,23.773674
-83.596548,78.514438,112498.244798,24.183939
-83.592188,78.096635,112796.419303,24.954117
-83.588797,77.795237,113097.540784,25.490183
-83.609722,79.930400,110684.686024,21.747648
-83.608049,79.716484,110987.016299,22.111276
-83.605937,79.457942,111289.244667,22.563130
-83.604401,79.284023,111592.725064,22.845125
-83.601755,78.989097,111893.678557,23.368546
-83.599478,78.751576,112195.995502,23.776457
-83.597086,78.513518,112498.224227,24.184885
-83.592755,78.098437,112796.483813,24.949497
-83.589357,77.796281,113097.344016,25.487091
-83.610259,79.929018,110684.665159,21.749747
-83.608581,79.714508,110987.068686,22.114507
-83.606473,79.456449,111289.219253,22.565374
-83.604915,79.279979,111592.592022,22.852454
-83.602305,78.989336,111893.681428,23.367249
-83.600005,78.749419,112195.911127,23.779932
-83.597624,78.512482,112498.188915,24.186068
-83.593319,78.099929,112796.510725,24.945513
-83.589915,77.797116,113097.434231,25.484356
-83.610798,79.927842,110684.647035,21.751436
-83.609116,79.712816,110986.979284,22.117203
-83.607007,79.454878,111289.193005,22.567775
-83.605430,79.276052,111592.490863,22.859541
-83.602857,78.989867,111893.723017,23.365359
-83.600537,78.747669,112195.843532,23.782590
-83.598160,78.511237,112498.366540,24.187620
-83.593886,78.101738,112796.665752,24.940859
-83.590470,77.797731,113097.449685,25.482081
-83.611337,79.926750,110684.631387,21.752956
-83.609649,79.710937,110987.031664,22.120242
-83.607542,79.453280,111289.166820,22.570230
-83.605942,79.271840,111592.368984,22.867201
-83.603411,78.990601,111893.767811,23.363063
-83.601070,78.746125,112195.904235,23.784805
-83.598697,78.510091,112498.326585,24.189024
-83.594463,78.104464,112796.691416,24.934392
-83.591021,77.797960,113097.711216,25.480527
-83.611876,79.925681,110684.615945,21.754430
-83.610184,79.709342,110986.917280,22.122749
-83.608076,79.451640,111289.141737,22.572768
-83.606453,79.267451,111592.260189,22.875211
-83.603965,78.991289,111893.658673,23.360892
-83.601606,78.744842,112195.831903,23.786527
-83.599233,78.508901,112498.277445,24.190516
-83.595032,78.106464,112796.682100,24.929396
-83.591571,77.798120,113097.534229,25.479217
-83.612417,79.924837,110684.606588,21.755453
-83.610718,79.707558,110986.946241,22.125602
-83.608610,79.449997,111289.114986,22.575311
-83.606967,79.263445,111592.206382,22.882443
-83.604514,78.991476,111893.736226,23.359683
-83.602142,78.743593,112195.781266,23.788174
-83.599769,78.507671,112498.227471,24.192090
-83.595594,78.107809,112796.752881,24.925699
-83.592118,77.797954,113097.694643,25.478485
-83.612958,79.924007,110684.596874,21.756448
-83.611252,79.705834,110986.937492,22.128344
-83.609145,79.448347,111289.086611,22.577868
-83.607483,79.259602,111592.151366,22.889349
-83.605071,78.992517,111893.833855,23.356763
-83.602685,78.743096,112195.797793,23.788304
-83.600306,78.506546,112498.171485,24.193453
-83.596149,78.108462,112796.752409,24.923412
-83.592664,77.797767,113097.558132,25.477868
-83.613500,79.923209,110684.587657,21.757381
-83.611785,79.703997,110986.904336,22.131314
-83.609677,79.446484,111289.049677,22.580852
-83.607999,79.255840,111592.070237,22.896098
-83.605629,78.993732,111893.760372,23.353533
-83.603229,78.742691,112195.805665,23.788251
-83.600843,78.505455,112498.104741,24.194751
-83.596699,78.108628,112796.881339,24.922074
-83.593209,77.797402,113097.596461,25.477564
-83.614041,79.922471,110684.580772,21.758193
-83.612318,79.702028,110986.855682,22.134550
-83.610209,79.444539,111289.008417,22.583998
-83.608517,79.252290,111591.951589,22.902433
-83.606181,78.994322,111893.861726,23.351513
-83.603775,78.742495,112195.871421,23.787766
-83.601377,78.504018,112498.237104,24.196695
-83.597260,78.109809,112796.840799,24.918734
-83.593764,77.798023,113097.515478,25.475302
-83.614584,79.921836,110684.575520,21.758797
-83.612849,79.699887,110986.811333,22.138127
-83.610740,79.442482,111288.962138,22.587369
-83.609029,79.248014,111591.863643,22.910208
-83.606734,78.994839,111893.948738,23.349644
-83.604319,78.742129,112195.891573,23.787631
-83.601912,78.502725,112498.176472,24.198397
-83.597823,78.111226,112796.857785,24.914906
-83.594322,77.798860,113097.670271,25.472547
-83.615129,79.921612,110684.584049,21.758582
-83.613380,79.697796,110986.834186,22.141590
-83.611270,79.440384,111288.907556,22.590823
-83.609541,79.243762,111591.885879,22.917909
-83.607287,78.995509,111893.998412,23.347476
-83.604861,78.741490,112195.936003,23.788037
-83.602446,78.501306,112498.090161,24.200353
-83.598398,78.113757,112797.011859,24.908807
-83.594888,77.800499,113097.673070,25.468213
-83.615678,79.921823,110684.601410,21.757499
-83.613914,79.695998,110986.730514,22.144495
-83.611801,79.438281,111288.853158,22.594288
-83.610053,79.239497,111591.814151,22.925656
-83.607842,78.996301,111893.843522,23.345110
-83.605404,78.740962,112195.793803,23.788263
-83.602976,78.499429,112498.155802,24.203193
-83.598972,78.116237,112797.026906,24.902845
-83.595457,77.802320,113097.732624,25.463498
-83.616227,79.922156,110684.620456,21.756171
-83.614445,79.693891,110986.752642,22.147988
-83.612332,79.436207,111288.796830,22.597693
-83.610561,79.234791,111591.588032,22.934316
-83.608392,78.996660,111893.897803,23.343564
-83.605945,78.740240,112195.821851,23.788838
-83.603505,78.497458,112498.131593,24.206241
-83.599534,78.117548,112797.096381,24.899221
-83.596024,77.803980,113097.786230,25.459109
-83.616777,79.922588,110684.641852,21.754647
-83.614970,79.690911,110986.615152,22.153255
-83.612862,79.434143,111288.734822,22.601078
-83.611070,79.230173,111591.439799,22.942782
-83.608943,78.996999,111893.934459,23.342061
-83.606489,78.739836,112195.857946,23.788776
-83.604038,78.495935,112498.116529,24.208391
-83.600099,78.119178,112797.151469,24.894959
-83.596589,77.805537,113097.839558,25.454930
-83.617325,79.922746,110684.652528,21.753672
-83.615493,79.687704,110986.480513,22.158971
-83.613394,79.432178,111288.669925,22.604268
-83.611581,79.225866,111591.380460,22.950608
-83.609493,78.997351,111893.961466,23.340534
-83.607034,78.739601,112195.865005,23.788382
-83.604573,78.494596,112498.078118,24.210175
-83.600699,78.124094,112797.249132,24.884085
-83.597152,77.806830,113097.900699,25.451282
-83.617873,79.922921,110684.668026,21.752660
-83.616014,79.684183,110986.559352,22.165267
-83.613925,79.430203,111288.595446,22.607476
-83.612096,79.221908,111591.325554,22.957736
-83.610043,78.997576,111894.003634,23.339258
-83.607580,78.739397,112195.866036,23.787927
-83.605104,78.492935,112498.020251,24.212608
-83.601288,78.128027,112797.453248,24.875163
-83.597713,77.807982,113097.973373,25.447916
-83.618422,79.923245,110684.686971,21.751351
-83.616541,79.681513,110986.403217,22.169917
-83.614458,79.428316,111288.512809,22.610513
-83.612610,79.218007,111591.234781,22.964757
-83.610591,78.997624,111894.063358,23.338331
-83.608126,78.739202,112195.854126,23.787458
-83.605636,78.491284,112497.984796,24.215016
-83.601866,78.130846,112797.434779,24.868535
-83.598271,77.808834,113098.034434,25.445157
-83.618971,79.923594,110684.704784,21.749995
-83.617068,79.678869,110986.432565,22.174476
-83.614990,79.426436,111288.423707,22.613537
-83.613124,79.213926,111591.296628,22.972103
-83.611138,78.997551,111894.101353,23.337652
-83.608668,78.738574,112195.885334,23.787844
-83.606172,78.490013,112497.999986,24.216651
-83.602429,78.132316,112797.567680,24.864580
-83.598827,77.809525,113098.068480,25.442729
-83.619520,79.923889,110684.720992,21.748744
-83.617601,79.676904,110986.305638,22.177713
-83.615523,79.424633,111288.324431,22.616407
-83.613636,79.209787,111591.181364,22.979603
-83.611684,78.997424,111894.135530,23.337080
-83.609210,78.737920,112195.921531,23.788280
-83.606708,78.488833,112498.015100,24.218103
-83.602985,78.133032,112797.576617,24.862171
-83.599381,77.810001,113098.073676,25.440741
-83.620070,79.924243,110684.741468,21.747377
-83.618137,79.675388,110986.410773,22.180009
-83.616057,79.422950,111288.232055,22.619037
-83.614148,79.205562,111591.080397,22.987268
-83.612228,78.997020,111894.182556,23.337057
-83.609751,78.737282,112195.927074,23.788691
-83.607246,78.487795,112498.010350,24.219277
-83.603542,78.133860,112797.565619,24.859541
-83.599936,77.810585,113098.105592,25.438531
-83.620619,79.924610,110684.759550,21.745983
-83.618679,79.674716,110986.418037,22.180643
-83.616590,79.421238,111288.422186,22.621664
-83.614661,79.201449,111590.983915,22.994710
-83.612773,78.996679,111893.994735,23.336962
-83.610294,78.736682,112195.936731,23.789024
-83.607782,78.486651,112497.995100,24.220663
-83.604101,78.134920,112797.652188,24.856425
-83.600492,77.811278,113098.133011,25.436102
-83.621169,79.924938,110684.775677,21.744667
-83.619223,79.674302,110986.444831,22.180759
-83.617127,79.419944,111288.336698,22.623514
-83.615177,79.197674,111590.993255,23.001454
-83.613318,78.996425,111894.074912,23.336632
-83.610836,78.736131,112195.948549,23.789261
-83.608318,78.485427,112497.975116,24.222212
-83.604671,78.136996,112797.655594,24.851287
-83.601050,77.812132,113098.172261,25.433346
-83.621718,79.925223,110684.791477,21.743438
-83.619770,79.674282,110986.255812,22.180136
-83.617664,79.418736,111288.208641,22.625205
-83.615698,79.194526,111590.824205,23.006985
-83.613863,78.996076,111894.126116,23.336500
-83.611378,78.735515,112195.945468,23.789628
-83.608855,78.484288,112497.938764,24.223592
-83.605246,78.139577,112797.772874,24.845110
-83.601610,77.813132,113098.202534,25.430299
-83.622266,79.925476,110684.806195,21.742272
-83.620316,79.674154,110986.303953,22.179679
-83.618202,79.417544,111288.336695,22.626806
-83.616224,79.191967,111590.885475,23.011289
-83.614405,78.995504,111894.159239,23.336816
-83.611920,78.734872,112195.938425,23.790051
-83.609392,78.483179,112497.886094,24.224915
-83.605824,78.142474,112797.782270,24.838324
-83.602170,77.814242,113098.237570,25.427029
-83.622815,79.925707,110684.820726,21.741151
-83.620862,79.674049,110986.338472,22.179178
-83.618741,79.416519,111288.240088,22.628122
-83.616756,79.190087,111590.634839,23.014309
-83.614948,78.994978,111894.201121,23.337037
-83.612466,78.734688,112195.786451,23.789591
-83.609934,78.482586,112497.869507,24.225200
-83.606399,78.145047,112797.905379,24.832164
-83.602732,77.815457,113098.260169,25.423552
-83.623362,79.925826,110684.830694,21.740254
-83.621410,79.674142,110986.385126,22.178281
-83.619281,79.415673,111288.150088,22.629082
-83.617288,79.188299,111590.670191,23.017080
-83.615491,78.994499,111894.252210,23.337162
-83.613011,78.734346,112195.847817,23.789397
-83.610477,78.481996,112497.833925,24.225480
-83.606974,78.147625,112798.076331,24.825984
-83.603296,77.816844,113098.290161,25.419725
-83.623910,79.925892,110684.840920,21.739460
-83.621958,79.674233,110986.413032,22.177392
-83.619823,79.414933,111288.068369,22.629826
-83.617821,79.186603,111590.675080,23.019674
-83.616025,78.992926,111894.097844,23.339515
-83.613553,78.733793,112195.877165,23.789631
-83.611017,78.481242,112497.764620,24.226097
-83.607564,78.151700,112798.059774,24.816845
-83.603861,77.818340,113098.344866,25.415675
-83.624456,79.925809,110684.846032,21.738966
-83.622505,79.674252,110986.428499,22.176649
-83.620363,79.414128,111288.251324,22.630645
-83.618354,79.184878,111590.652852,23.022335
-83.616548,78.990180,111893.997214,23.344196
-83.614096,78.733273,112195.921173,23.789796
-83.611557,78.480420,112497.902375,24.226803
-83.608145,78.154843,112798.239524,24.809533
-83.604427,77.819975,113098.444561,25.411336
-83.625002,79.925697,110684.852885,21.738527
-83.623051,79.674205,110986.422116,22.176042
-83.620907,79.413714,111288.234690,22.630726
-83.618888,79.183353,111590.659848,23.024585
-83.617091,78.989655,111893.870211,23.344450
-83.614641,78.732979,112195.983553,23.789506
-83.612101,78.480068,112497.910934,24.226597
-83.608718,78.157211,112798.170894,24.803834
-83.604993,77.821518,113098.513537,25.407190
-83.625549,79.925617,110684.859526,21.738026
-83.623597,79.673985,110986.402631,22.175781
-83.621453,79.413456,111288.224036,22.630495
-83.619428,79.182366,111590.633401,23.025772
-83.617634,78.989094,111894.012038,23.344719
-83.615187,78.732752,112195.782809,23.789140
-83.612646,78.479767,112497.923068,24.226290
-83.609288,78.159309,112798.258321,24.798641
-83.605558,77.823007,113098.543409,25.403162
-83.626094,79.925340,110684.858156,21.737917
-83.624143,79.673810,110986.387390,22.175431
-83.621996,79.413021,111288.182043,22.630623
-83.619967,79.181388,111590.594609,23.026945
-83.618171,78.987906,111894.004992,23.346269
-83.615730,78.732279,112195.812613,23.789216
-83.613192,78.479513,112497.935473,24.225886
-83.609856,78.161266,112798.340929,24.793734
-83.606123,77.824575,113098.609231,25.398967
-83.626637,79.924763,110684.853367,21.738407
-83.624689,79.673666,110986.387921,22.175015
-83.622540,79.412564,111288.142219,22.630795
-83.620506,79.180412,111590.554758,23.028112
-83.618707,78.986657,111893.992093,23.347944
-83.616273,78.731781,112195.816513,23.789344
-83.613736,78.479121,112497.935335,24.225764
-83.610427,78.163469,112798.394272,24.788342
-83.606694,77.826630,113098.649973,25.393799
-83.627178,79.923924,110684.838257,21.739418
-83.625234,79.673439,110986.385508,22.174764
-83.623086,79.412437,111288.163704,22.630297
-83.621044,79.179290,111590.513751,23.029569
-83.619243,78.985241,111894.000660,23.349945
-83.616816,78.731284,112195.797223,23.789478
-83.614282,78.478886,112497.773628,24.225362
-83.611003,78.166156,112798.449158,24.781978
-83.607271,77.829194,113098.607725,25.387628
-83.627717,79.922837,110684.821294,21.740922
-83.625779,79.673157,110986.385409,22.174622
-83.623632,79.412289,111288.146856,22.629848
-83.621581,79.178087,111590.491076,23.031186
-83.619778,78.983820,111893.963926,23.351966
-83.617358,78.730663,112195.767705,23.789861
-83.614825,78.478419,112497.779958,24.225388
-83.611581,78.169047,112798.573108,24.775192
-83.607848,77.831815,113098.641451,25.381325
