PSR_ID,lat,lon,area_km2,px_with_radar_data,high_tier_fraction,moderate_plus_fraction,anomaly_score,is_anomaly_iforest_label,anomaly_rank
SP_833350_3004430,-83.335,300.443,9.626,57,0,0.263157895,-0.117746267,FALSE,277
SP_837240_2836250,-83.723,283.625,11.088,68,0.176470588,0.661764706,-0.117784418,FALSE,278
SP_845100_3325830,-84.51,332.583,6.192,6,0,0.5,-0.117978331,FALSE,279
SP_847790_3176240,-84.779,317.624,9.659,55,0,0.127272727,-0.118013662,FALSE,280
SP_815660_2829890,-81.566,282.989,7.121,41,0.195121951,0.731707317,-0.118230626,FALSE,281
SP_833910_3116550,-83.391,311.655,7.913,45,0.022222222,0.644444444,-0.118370963,FALSE,282
SP_856470_2627260,-85.647,262.726,6.689,41,0,0.195121951,-0.118589017,FALSE,283
SP_804590_3088780,-80.454,308.857,13.928,79,0.126582278,0.582278481,-0.118612067,FALSE,284
SP_844930_2526440,-84.493,252.644,6.743,39,0,0.692307692,-0.118711265,FALSE,285
SP_858680_3094240,-85.868,309.424,8.057,46,0.130434783,0.565217391,-0.119152645,FALSE,286
SP_869770_0325310,-86.977,32.531,8.748,53,0.018867925,0.547169811,-0.119274487,FALSE,287
SP_842170_3497860,-84.217,349.786,5.987,31,0,0.225806452,-0.119323338,FALSE,288
SP_856730_2119650,-85.673,211.965,12.078,63,0,0.19047619,-0.119344749,FALSE,289
SP_822410_0595740,-82.241,59.574,12.427,70,0.114285714,0.514285714,-0.11945874,FALSE,290
SP_851120_3049850,-85.112,304.985,8.654,50,0.02,0.46,-0.119680513,FALSE,291
SP_845460_0695020,-84.546,69.502,6.484,38,0.078947368,0.657894737,-0.119708199,FALSE,292
SP_812330_0660150,-81.233,66.015,17.099,93,0.064516129,0.537634409,-0.119984401,FALSE,293
SP_818940_2907730,-81.894,290.773,8.821,51,0.117647059,0.588235294,-0.120441326,FALSE,294
SP_836140_2415060,-83.614,241.506,6.714,39,0.128205128,0.666666667,-0.120509094,FALSE,295
SP_840930_3138320,-84.093,313.832,9.623,58,0,0.310344828,-0.120844683,FALSE,296
SP_852110_2384420,-85.211,238.442,11.023,59,0.101694915,0.491525424,-0.120929898,FALSE,297
SP_837240_0195180,-83.724,19.518,17.662,106,0,0.518867925,-0.12096635,FALSE,298
SP_870200_0151380,-87.02,15.138,7.556,44,0,0.227272727,-0.121193581,FALSE,299
SP_867870_0536640,-86.787,53.664,11.444,63,0.126984127,0.555555556,-0.121315848,FALSE,300
SP_875750_3329770,-87.575,332.977,11.268,65,0.092307692,0.646153846,-0.121536182,FALSE,301
SP_828090_3217290,-82.809,321.729,6.854,41,0,0.292682927,-0.122127218,FALSE,302
SP_868670_2973140,-86.867,297.314,14.249,82,0.06097561,0.524390244,-0.122471353,FALSE,303
SP_864480_2507240,-86.448,250.724,6.034,34,0.029411765,0.588235294,-0.122556281,FALSE,304
SP_807890_1344870,-80.789,134.487,5.238,30,0.033333333,0.566666667,-0.122889545,FALSE,305
SP_840570_2974330,-84.057,297.433,8.37,50,0.1,0.52,-0.123024811,FALSE,306
SP_804650_0491050,-80.465,49.105,17.993,92,0,0.52173913,-0.123505963,FALSE,307
SP_840340_2688620,-84.034,268.862,9.605,55,0.036363636,0.618181818,-0.123653785,FALSE,308
SP_809640_3141160,-80.964,314.116,11.815,66,0,0.439393939,-0.123932901,FALSE,309
SP_877630_0142920,-87.763,14.292,5.339,34,0,0.382352941,-0.124202606,FALSE,310
SP_814860_0681830,-81.486,68.183,11.279,67,0,0.373134328,-0.124355595,FALSE,311
SP_866190_0680240,-86.619,68.024,8.417,17,0,0.411764706,-0.124393621,FALSE,312
SP_820540_0583270,-82.054,58.327,12.11,20,0,0.45,-0.124641678,FALSE,313
SP_836610_3027240,-83.661,302.724,5.137,28,0,0.428571429,-0.124702241,FALSE,314
SP_859960_3189560,-85.996,318.956,5.566,34,0,0.382352941,-0.124805065,FALSE,315
SP_809240_3091310,-80.924,309.131,5.051,25,0,0.48,-0.12515647,FALSE,316
SP_858720_3388420,-85.872,338.842,5.756,32,0.0625,0.5,-0.125170675,FALSE,317
SP_826030_1728380,-82.603,172.838,7.909,48,0.083333333,0.625,-0.125429139,FALSE,318
SP_840800_1772640,-84.08,177.264,9,55,0,0.581818182,-0.126312576,FALSE,319
SP_827270_2065240,-82.727,206.524,8.737,47,0.085106383,0.574468085,-0.12639441,FALSE,320
SP_841180_2482770,-84.118,248.277,6.106,14,0,0.5,-0.126450065,FALSE,321
SP_847930_2862170,-84.793,286.217,5.674,30,0,0.433333333,-0.12676627,FALSE,322
SP_843040_1277030,-84.304,127.703,6.898,41,0,0.341463415,-0.127148047,FALSE,323
SP_810980_1423640,-81.098,142.364,8.053,45,0.088888889,0.622222222,-0.127176081,FALSE,324
SP_835340_3009100,-83.534,300.91,5.897,30,0.033333333,0.533333333,-0.127298783,FALSE,325
SP_886860_3145140,-88.686,314.514,7.25,41,0,0.390243902,-0.127508982,FALSE,326
SP_840060_2508150,-84.006,250.815,7.83,31,0,0.419354839,-0.127990843,FALSE,327
SP_810100_3511850,-81.01,351.185,9.648,54,0,0.555555556,-0.128113831,FALSE,328
SP_836400_2007930,-83.64,200.793,7.592,45,0.088888889,0.511111111,-0.128235921,FALSE,329
SP_875190_1358460,-87.519,135.846,5.432,19,0,0.526315789,-0.128391168,FALSE,330
SP_839010_2787150,-83.901,278.715,5.27,33,0,0.515151515,-0.129741266,FALSE,331
SP_827050_2262610,-82.705,226.261,5.735,32,0,0.53125,-0.130610342,FALSE,332
SP_881610_3059360,-88.161,305.936,8.19,30,0,0.466666667,-0.130754007,FALSE,333
SP_805640_3296770,-80.564,329.677,5.933,36,0,0.527777778,-0.131187516,FALSE,334
SP_820270_2146540,-82.027,214.654,7.132,42,0,0.452380952,-0.132356238,FALSE,335
SP_818570_2309500,-81.857,230.95,7.708,44,0,0.522727273,-0.135066358,FALSE,336
