PSR_ID,lat,lon,area_km2,n_valid_cpr_inside,pv_mean_inside,cpr_mean_inside,cpr_max_inside,cpr_pct_gt1_inside,cpr_mean_of_elevated_gt1_inside,srd_mean_inside,trt_mean_inside,paper_criterion_1_cpr_gt1_present,dop_mean,dop_status,paper_criterion_2_dop_lt_0p13,meets_full_paper_criterion,dop_median,dop_source
SP_832640_0090770,-83.264,9.077,32.494,34850,0.5184597373008728,0.7104936242103577,2.074685573577881,10.792,1.16725492477417,0.609366238117218,0.7177075743675232,True,0.8410893678665161,"REAL, candidate-specific (this session)",False,False,0.871249794960022,outputs/objective1/dop_secondary/candidate_dop.json
SP_819860_1568660,-81.986,156.866,10.735,17202,0.4999829828739166,0.6359729170799255,1.5892488956451416,10.4116,1.1139092445373535,0.6358550786972046,0.6539559364318848,True,0.8270149230957031,"REAL, candidate-specific (this session)",False,False,0.857,outputs/objective1/dop_secondary/SP_819860_1568660_candidate_dop.json
SP_840980_0797630,-84.098,79.764,14.234,22810,0.5070526003837585,0.6303873658180237,1.6072372198104858,7.3257,1.1207908391952515,0.6362138390541077,0.6513420343399048,True,0.68,"REAL, candidate-specific",False,False,,
SP_830080_0535120,-83.008,53.512,22.471,35963,0.4904544949531555,0.6684830784797668,1.7441999912261963,7.2185,1.124038815498352,0.6244992017745972,0.6880822777748108,True,0.6303497552871704,"REAL, candidate-specific (this session)",False,False,0.654,outputs/objective1/dop_secondary/SP_830080_0535120_candidate_dop.json
SP_842420_0421060,-84.242,42.106,25.463,27855,0.5257440805435181,0.5563169717788696,1.417540192604065,0.14,1.093035340309143,0.6273762583732605,0.6672560572624207,True,,NOT COMPUTED (no covering Level-1A SLC acquisition downloaded for this candidate yet),,,,
SP_809570_2454450,-80.957,245.445,9.198,14714,0.42678603529930115,0.3954223096370697,1.2332682609558105,0.0951,1.109937310218811,0.7528881430625916,0.4666118025779724,True,,NOT COMPUTED (no covering Level-1A SLC acquisition downloaded for this candidate yet),,,,
SP_817950_1586580,-81.795,158.658,43.429,25815,0.4873003661632538,0.5183734893798828,1.0415480136871338,0.0039,1.0415480136871338,0.6604088544845581,0.5903474688529968,True,,NOT COMPUTED (no covering Level-1A SLC acquisition downloaded for this candidate yet),,,,
